siniestro_id,rol_victima,vehiculo_victima,sexo_victima,rango_etario,gravedad
lc-2020-0037688,,transporte publico,masculino,menos de 18,leve
lc-2020-0037688,,transporte publico,femenino,entre 30 y 39,leve
lc-2020-0038554,,auto,femenino,entre 40 y 49,leve
lc-2020-0038554,,auto,masculino,entre 30 y 39,leve
lc-2020-0038554,,auto,,,leve
lc-2020-0046626,,moto,masculino,entre 40 y 49,leve
lc-2020-0047628,,ciclista,masculino,entre 40 y 49,grave
lc-2020-0050567,,auto,masculino,entre 50 y 59,leve
lc-2020-0052566,,moto,masculino,entre 30 y 39,leve
lc-2020-0052803,,auto,masculino,60 y mayores,leve
lc-2020-0053992,,peaton,masculino,60 y mayores,leve
lc-2020-0057129,,ciclista,femenino,entre 30 y 39,leve
lc-2020-0059474,,ciclista,femenino,entre 30 y 39,leve
lc-2020-0060768,,ciclista,masculino,entre 40 y 49,leve
lc-2020-0064364,,,,,leve
lc-2020-0067635,,moto,masculino,entre 18 y 29,leve
lc-2020-0070340,,moto,masculino,entre 18 y 29,leve
lc-2020-0076139,,moto,masculino,entre 30 y 39,leve
lc-2020-0083088,,movil,femenino,entre 40 y 49,leve
lc-2020-0090063,,auto,,,leve
lc-2020-0092041,,movil,,,leve
lc-2020-0097757,,moto,masculino,entre 40 y 49,leve
lc-2020-0097837,,mixto,masculino,60 y mayores,grave
lc-2020-0097837,,mixto,masculino,entre 30 y 39,grave
lc-2020-0097837,,mixto,femenino,60 y mayores,leve
lc-2020-0097837,,mixto,femenino,entre 30 y 39,leve
lc-2020-0145457,,auto,masculino,entre 50 y 59,leve
lc-2020-0199318,,moto,masculino,entre 30 y 39,leve
lc-2020-0202436,,auto,femenino,60 y mayores,leve
lc-2020-0233223,,movil,masculino,entre 30 y 39,leve
lc-2020-0233223,,movil,masculino,entre 40 y 49,leve
lc-2020-0261889,,,masculino,entre 30 y 39,leve
lc-2020-0261889,,,femenino,entre 50 y 59,leve
lc-2020-0261889,,,masculino,entre 50 y 59,leve
lc-2020-0261889,,,masculino,entre 30 y 39,leve
lc-2020-0261889,,,femenino,entre 30 y 39,leve
lc-2020-0263371,,ciclista,,,leve
lc-2020-0291843,,ciclista,,,leve
lc-2020-0374289,,moto,femenino,entre 18 y 29,grave
lc-2020-0374289,,moto,masculino,entre 18 y 29,leve
lc-2020-0383326,,moto,,,leve
lc-2020-0420326,,moto,masculino,entre 30 y 39,leve
lc-2020-0448839,,transporte publico,femenino,60 y mayores,leve
lc-2020-0459775,,moto,masculino,entre 30 y 39,leve
lc-2020-0473334,,moto,,,leve
lc-2020-0485870,,ciclista,femenino,entre 30 y 39,leve
lc-2020-0488694,,ciclista,masculino,entre 50 y 59,leve
lc-2020-0497002,,moto,femenino,entre 50 y 59,leve
lc-2020-0497283,,moto,masculino,entre 40 y 49,leve
lc-2020-0525185,,moto,masculino,entre 18 y 29,leve
lc-2020-0546471,,,,menos de 18,leve
lc-2020-0565081,,,masculino,entre 18 y 29,leve
lc-2020-0565081,,,masculino,entre 18 y 29,leve
lc-2020-0567324,,,masculino,,leve
lc-2020-0567324,,,masculino,entre 18 y 29,leve
lc-2020-0567324,,,femenino,entre 50 y 59,leve
lc-2020-0567324,,,masculino,entre 30 y 39,leve
lc-2020-0575895,,,masculino,entre 30 y 39,leve
lc-2020-0595697,,transporte publico,femenino,entre 40 y 49,leve
lc-2020-0595697,,transporte publico,femenino,entre 40 y 49,leve
lc-2020-0600443,,,femenino,entre 18 y 29,leve
lc-2020-0609619,,moto,femenino,entre 30 y 39,leve
lc-2020-0616666,,auto,masculino,entre 50 y 59,leve
lc-2020-0625337,,moto,femenino,entre 30 y 39,leve
lc-2020-0632587,,,femenino,60 y mayores,leve
lc-2020-0633899,,moto,masculino,entre 18 y 29,leve
lc-2020-0639855,,ciclista,masculino,,leve
lc-2020-0641710,,,masculino,,leve
lc-2020-0657655,,,masculino,entre 40 y 49,leve
lc-2020-0660238,,,masculino,60 y mayores,leve
lc-2020-0660437,,,femenino,entre 18 y 29,leve
lc-2020-0664154,,,masculino,entre 18 y 29,leve
lc-2020-0669441,,,masculino,entre 18 y 29,leve
lc-2020-0669441,,,femenino,entre 18 y 29,leve
lc-2020-0671589,,,femenino,entre 40 y 49,leve
lc-2020-0674686,,,masculino,entre 18 y 29,leve
lc-2020-0678358,,,masculino,entre 18 y 29,leve
lc-2020-0684802,,,femenino,entre 50 y 59,leve
lc-2020-0684802,,,femenino,menos de 18,leve
lc-2020-0006888,,,masculino,entre 30 y 39,leve
lc-2020-0013224,,,femenino,entre 50 y 59,leve
lc-2020-0014784,,,femenino,entre 30 y 39,leve
lc-2020-0016213,,auto,femenino,entre 30 y 39,leve
lc-2020-0016213,,auto,femenino,60 y mayores,leve
lc-2020-0018385,,peaton,femenino,entre 30 y 39,leve
lc-2020-0038050,,moto,femenino,entre 40 y 49,leve
lc-2020-0044680,,peaton,femenino,entre 40 y 49,leve
lc-2020-0052079,,moto,masculino,entre 30 y 39,leve
lc-2020-0052792,,moto,masculino,entre 18 y 29,leve
lc-2020-0053548,,ciclista,,,leve
lc-2020-0058400,,ciclista,masculino,entre 18 y 29,leve
lc-2020-0059879,,peaton,masculino,entre 30 y 39,leve
lc-2020-0061399,,,,,leve
lc-2020-0061420,,,femenino,entre 18 y 29,leve
lc-2020-0067190,,,masculino,entre 18 y 29,leve
lc-2020-0068252,,moto,masculino,entre 18 y 29,leve
lc-2020-0071405,,peaton,,,leve
lc-2020-0075787,,auto,masculino,,leve
lc-2020-0082483,,moto,masculino,entre 30 y 39,leve
lc-2020-0095074,,,femenino,entre 50 y 59,leve
lc-2020-0095074,,,femenino,entre 40 y 49,leve
lc-2020-0106311,,peaton,femenino,entre 50 y 59,leve
lc-2020-0109573,,moto,masculino,entre 30 y 39,leve
lc-2020-0113061,,taxi,femenino,entre 30 y 39,leve
lc-2020-0116038,,moto,,,leve
lc-2020-0122349,,moto,masculino,entre 30 y 39,leve
lc-2020-0126254,,moto,femenino,entre 18 y 29,leve
lc-2020-0138130,,moto,masculino,entre 30 y 39,leve
lc-2020-0140838,,auto,masculino,entre 50 y 59,leve
lc-2020-0143461,,auto,masculino,entre 40 y 49,leve
lc-2020-0143729,,moto,masculino,entre 18 y 29,leve
lc-2020-0146463,,moto,masculino,entre 18 y 29,leve
lc-2020-0148184,,auto,masculino,entre 30 y 39,leve
lc-2020-0152837,,moto,masculino,entre 18 y 29,leve
lc-2020-0156939,,,masculino,entre 30 y 39,leve
lc-2020-0164496,,moto,,,leve
lc-2020-0166055,,auto,femenino,menos de 18,leve
lc-2020-0167829,,moto,masculino,entre 18 y 29,leve
lc-2020-0168555,,moto,,,leve
lc-2020-0172899,,peaton,femenino,60 y mayores,leve
lc-2020-0186043,,ciclista,masculino,entre 18 y 29,leve
lc-2020-0187883,,moto,masculino,entre 40 y 49,leve
lc-2020-0189384,,moto,masculino,entre 18 y 29,leve
lc-2020-0190766,,,masculino,entre 40 y 49,leve
lc-2020-0192965,,moto,masculino,,leve
lc-2020-0204408,,,masculino,entre 30 y 39,leve
lc-2020-0211580,,,femenino,entre 30 y 39,leve
lc-2020-0223589,,moto,masculino,entre 30 y 39,leve
lc-2020-0223893,,moto,masculino,,leve
lc-2020-0223893,,moto,masculino,entre 30 y 39,leve
lc-2020-0224660,,moto,masculino,entre 18 y 29,leve
lc-2020-0228885,,peaton,,,leve
lc-2020-0230727,,movil,masculino,entre 18 y 29,leve
lc-2020-0230727,,movil,,,leve
lc-2020-0234897,,auto,masculino,entre 50 y 59,leve
lc-2020-0234897,,auto,masculino,entre 18 y 29,leve
lc-2020-0240083,,,femenino,entre 18 y 29,leve
lc-2020-0242122,,,,,leve
lc-2020-0243296,,auto,femenino,entre 30 y 39,leve
lc-2020-0244301,,moto,masculino,entre 50 y 59,leve
lc-2020-0244827,,moto,masculino,entre 30 y 39,leve
lc-2020-0253095,,moto,masculino,entre 30 y 39,leve
lc-2020-0253175,,,masculino,entre 30 y 39,leve
lc-2020-0253202,,peaton,,,leve
lc-2020-0255605,,peaton,masculino,entre 18 y 29,leve
lc-2020-0258985,,moto,masculino,entre 30 y 39,leve
lc-2020-0263139,,,femenino,60 y mayores,leve
lc-2020-0268055,,moto,masculino,entre 18 y 29,leve
lc-2020-0268943,,movil,femenino,entre 30 y 39,leve
lc-2020-0271448,,auto,,,leve
lc-2020-0271448,,auto,masculino,entre 40 y 49,leve
lc-2020-0283343,,moto,femenino,entre 30 y 39,leve
lc-2020-0289795,,auto,masculino,entre 40 y 49,leve
lc-2020-0289795,,auto,femenino,entre 18 y 29,leve
lc-2020-0297234,,ciclista,femenino,entre 30 y 39,leve
lc-2020-0313301,,moto,masculino,entre 30 y 39,leve
lc-2020-0375725,,movil,masculino,entre 40 y 49,leve
lc-2020-0381621,,moto,masculino,entre 30 y 39,leve
lc-2020-0428626,,moto,masculino,entre 30 y 39,leve
lc-2020-0443869,,ciclista,femenino,entre 30 y 39,leve
lc-2020-0446552,,moto,masculino,entre 50 y 59,leve
lc-2020-0446552,,moto,masculino,entre 40 y 49,leve
lc-2020-0449357,,moto,masculino,entre 50 y 59,leve
lc-2020-0453150,,ciclista,femenino,entre 30 y 39,leve
lc-2020-0455862,,moto,masculino,,leve
lc-2020-0457372,,moto,masculino,entre 30 y 39,leve
lc-2020-0458850,,taxi,masculino,entre 30 y 39,leve
lc-2020-0459815,,moto,,,leve
lc-2020-0460929,,moto,femenino,entre 30 y 39,leve
lc-2020-0463624,,moto,femenino,entre 30 y 39,leve
lc-2020-0463624,,moto,masculino,entre 50 y 59,leve
lc-2020-0465675,,ciclista,masculino,entre 50 y 59,leve
lc-2020-0465975,,peaton,masculino,entre 50 y 59,leve
lc-2020-0470556,,peaton,,,leve
lc-2020-0479304,,auto,masculino,entre 40 y 49,leve
lc-2020-0480738,,auto,masculino,entre 18 y 29,leve
lc-2020-0480738,,auto,,,leve
lc-2020-0481106,,auto,femenino,entre 18 y 29,leve
lc-2020-0484122,,transporte publico,femenino,60 y mayores,leve
lc-2020-0490232,,peaton,masculino,entre 40 y 49,leve
lc-2020-0491466,,ciclista,masculino,entre 30 y 39,leve
lc-2020-0491597,,,,60 y mayores,leve
lc-2020-0491597,,,masculino,entre 30 y 39,leve
lc-2020-0495372,,moto,masculino,entre 18 y 29,leve
lc-2020-0499328,,moto,masculino,entre 18 y 29,leve
lc-2020-0500083,,moto,masculino,entre 18 y 29,leve
lc-2020-0500741,,transporte publico,femenino,60 y mayores,leve
lc-2020-0501114,,peaton,,,leve
lc-2020-0502174,,peaton,femenino,entre 50 y 59,leve
lc-2020-0504199,,peaton,masculino,entre 40 y 49,leve
lc-2020-0506814,,,femenino,entre 40 y 49,leve
lc-2020-0517653,,moto,masculino,entre 50 y 59,leve
lc-2020-0518302,,,masculino,entre 30 y 39,leve
lc-2020-0518302,,,masculino,entre 18 y 29,leve
lc-2020-0519153,,moto,masculino,entre 30 y 39,leve
lc-2020-0519270,,moto,masculino,entre 18 y 29,leve
lc-2020-0520178,,utilitario,masculino,entre 18 y 29,leve
lc-2020-0520178,,utilitario,masculino,entre 30 y 39,leve
lc-2020-0523159,,,masculino,entre 18 y 29,leve
lc-2020-0530162,,moto,femenino,entre 30 y 39,leve
lc-2020-0535316,,moto,masculino,entre 18 y 29,leve
lc-2020-0536016,,moto,masculino,,leve
lc-2020-0540852,,,masculino,entre 40 y 49,leve
lc-2020-0540852,,,masculino,entre 40 y 49,leve
lc-2020-0540887,,ciclista,masculino,entre 18 y 29,leve
lc-2020-0541512,,peaton,,60 y mayores,leve
lc-2020-0546177,,,masculino,entre 18 y 29,leve
lc-2020-0549712,,,,,leve
lc-2020-0550345,,,masculino,entre 40 y 49,leve
lc-2020-0550345,,,,,leve
lc-2020-0553970,,,masculino,entre 30 y 39,leve
lc-2020-0553970,,,masculino,entre 50 y 59,leve
lc-2020-0558559,,,femenino,entre 50 y 59,leve
lc-2020-0562135,,,masculino,entre 30 y 39,leve
lc-2020-0565463,,,masculino,,leve
lc-2020-0566594,,,femenino,entre 30 y 39,grave
lc-2020-0566821,,,masculino,entre 30 y 39,leve
lc-2020-0568483,,,masculino,entre 40 y 49,leve
lc-2020-0568809,,,femenino,entre 40 y 49,leve
lc-2020-0570359,,,femenino,entre 18 y 29,leve
lc-2020-0573371,,,masculino,entre 18 y 29,leve
lc-2020-0580392,,,masculino,entre 18 y 29,leve
lc-2020-0585009,,,masculino,entre 18 y 29,leve
lc-2020-0586716,,,masculino,entre 18 y 29,leve
lc-2020-0588577,,,masculino,entre 40 y 49,leve
lc-2020-0588655,,,masculino,entre 18 y 29,leve
lc-2020-0592412,,auto,femenino,entre 30 y 39,leve
lc-2020-0599780,,,masculino,entre 18 y 29,leve
lc-2020-0599942,,peaton,femenino,entre 30 y 39,leve
lc-2020-0601438,,auto,masculino,entre 30 y 39,leve
lc-2020-0604546,,movil,masculino,entre 30 y 39,leve
lc-2020-0604546,,movil,masculino,entre 50 y 59,leve
lc-2020-0605529,,ciclista,femenino,entre 18 y 29,leve
lc-2020-0606596,,moto,,,leve
lc-2020-0608437,,,femenino,60 y mayores,leve
lc-2020-0616883,,auto,masculino,entre 30 y 39,leve
lc-2020-0621862,,,masculino,60 y mayores,leve
lc-2020-0628324,,moto,femenino,entre 18 y 29,leve
lc-2020-0630161,,ciclista,masculino,entre 18 y 29,leve
lc-2020-0631642,,moto,masculino,entre 40 y 49,leve
lc-2020-0631776,,moto,masculino,entre 40 y 49,leve
lc-2020-0632942,,peaton,masculino,menos de 18,leve
lc-2020-0634256,,peaton,femenino,60 y mayores,leve
lc-2020-0636529,,,femenino,60 y mayores,leve
lc-2020-0636695,,auto,,,leve
lc-2020-0636706,,,,,leve
lc-2020-0641267,,,masculino,entre 18 y 29,leve
lc-2020-0642624,,,femenino,entre 30 y 39,leve
lc-2020-0644489,,,masculino,entre 18 y 29,leve
lc-2020-0646266,,,masculino,entre 40 y 49,leve
lc-2020-0648848,,,femenino,entre 30 y 39,leve
lc-2020-0648848,,,femenino,entre 50 y 59,leve
lc-2020-0648848,,,femenino,entre 18 y 29,leve
lc-2020-0648848,,,femenino,entre 50 y 59,leve
lc-2020-0648848,,,femenino,60 y mayores,leve
lc-2020-0648848,,,femenino,entre 50 y 59,leve
lc-2020-0649930,,,masculino,menos de 18,leve
lc-2020-0649930,,,masculino,entre 40 y 49,leve
lc-2020-0650010,,,masculino,entre 40 y 49,leve
lc-2020-0653057,,,masculino,entre 40 y 49,leve
lc-2020-0657606,,,masculino,,leve
lc-2020-0658216,,,,,leve
lc-2020-0660094,,,femenino,60 y mayores,leve
lc-2020-0661840,,,masculino,entre 30 y 39,leve
lc-2020-0663978,,moto,masculino,entre 30 y 39,leve
lc-2020-0668744,,,masculino,entre 30 y 39,leve
lc-2020-0669117,,,masculino,,leve
lc-2020-0670137,,,masculino,60 y mayores,leve
lc-2020-0670137,,,masculino,60 y mayores,leve
lc-2020-0673048,,,masculino,entre 18 y 29,leve
lc-2020-0674143,,,masculino,entre 18 y 29,leve
lc-2020-0674143,,,femenino,entre 30 y 39,leve
lc-2020-0674757,,,masculino,entre 18 y 29,leve
lc-2020-0674757,,,femenino,60 y mayores,leve
lc-2020-0675052,,,masculino,entre 30 y 39,leve
lc-2020-0677917,,,masculino,entre 40 y 49,leve
lc-2020-0164253,,moto,femenino,entre 30 y 39,leve
lc-2020-0164253,,moto,masculino,entre 30 y 39,leve
lc-2020-0295201,,moto,femenino,entre 18 y 29,grave
lc-2020-0491893,,,,,leve
lc-2020-0513041,,,masculino,,leve
lc-2020-0641247,,,masculino,entre 40 y 49,leve
lc-2020-0001193,,auto,femenino,60 y mayores,leve
lc-2020-0003035,,moto,,,leve
lc-2020-0003578,,,masculino,entre 30 y 39,leve
lc-2020-0014029,,moto,masculino,entre 18 y 29,leve
lc-2020-0015086,,utilitario,masculino,entre 40 y 49,leve
lc-2020-0015519,,transporte publico,masculino,60 y mayores,leve
lc-2020-0019071,,transporte publico,femenino,60 y mayores,leve
lc-2020-0020892,,ciclista,masculino,entre 40 y 49,leve
lc-2020-0021635,,moto,masculino,entre 30 y 39,leve
lc-2020-0021635,,moto,masculino,entre 30 y 39,leve
lc-2020-0023113,,moto,femenino,entre 50 y 59,leve
lc-2020-0024489,,moto,masculino,entre 30 y 39,leve
lc-2020-0024905,,moto,masculino,entre 18 y 29,leve
lc-2020-0025378,,taxi,femenino,60 y mayores,leve
lc-2020-0025951,,transporte publico,masculino,menos de 18,leve
lc-2020-0026417,,,masculino,entre 50 y 59,leve
lc-2020-0026999,,moto,masculino,entre 18 y 29,leve
lc-2020-0032667,,moto,masculino,entre 40 y 49,leve
lc-2020-0033208,,moto,masculino,entre 40 y 49,leve
lc-2020-0033840,,utilitario,masculino,entre 30 y 39,leve
lc-2020-0034521,,moto,masculino,entre 18 y 29,leve
lc-2020-0035844,,,,,leve
lc-2020-0037516,,,,,leve
lc-2020-0039341,,moto,masculino,,leve
lc-2020-0046638,,moto,masculino,entre 40 y 49,leve
lc-2020-0047007,,peaton,femenino,,leve
lc-2020-0049599,,peaton,femenino,60 y mayores,leve
lc-2020-0049602,,moto,masculino,entre 18 y 29,leve
lc-2020-0049626,,moto,,,leve
lc-2020-0049626,,moto,masculino,entre 40 y 49,leve
lc-2020-0053782,,auto,masculino,entre 50 y 59,leve
lc-2020-0055186,,peaton,masculino,entre 18 y 29,leve
lc-2020-0059505,,moto,masculino,entre 30 y 39,leve
lc-2020-0059505,,moto,masculino,entre 40 y 49,leve
lc-2020-0063089,,peaton,,,leve
lc-2020-0063943,,auto,masculino,entre 18 y 29,leve
lc-2020-0067119,,,femenino,entre 40 y 49,leve
lc-2020-0067167,,ciclista,masculino,entre 50 y 59,leve
lc-2020-0067818,,peaton,femenino,,leve
lc-2020-0074921,,peaton,masculino,entre 30 y 39,leve
lc-2020-0074921,,peaton,,,leve
lc-2020-0077135,,moto,masculino,entre 30 y 39,leve
lc-2020-0077790,,auto,femenino,entre 30 y 39,leve
lc-2020-0079395,,moto,masculino,entre 50 y 59,leve
lc-2020-0082199,,peaton,femenino,entre 30 y 39,leve
lc-2020-0084601,,,,,leve
lc-2020-0084619,,auto,femenino,entre 18 y 29,leve
lc-2020-0086596,,ciclista,,,leve
lc-2020-0088144,,ciclista,masculino,60 y mayores,leve
lc-2020-0093929,,moto,masculino,entre 30 y 39,leve
lc-2020-0102783,,utilitario,masculino,entre 30 y 39,leve
lc-2020-0109531,,moto,masculino,entre 18 y 29,leve
lc-2020-0109604,,moto,masculino,entre 30 y 39,leve
lc-2020-0109604,,moto,masculino,entre 30 y 39,leve
lc-2020-0109617,,peaton,femenino,entre 18 y 29,leve
lc-2020-0111900,,peaton,masculino,entre 18 y 29,leve
lc-2020-0117023,,peaton,femenino,menos de 18,leve
lc-2020-0117328,,ciclista,masculino,entre 30 y 39,leve
lc-2020-0117887,,auto,femenino,entre 18 y 29,leve
lc-2020-0120516,,moto,masculino,entre 30 y 39,leve
lc-2020-0120946,,moto,femenino,entre 40 y 49,leve
lc-2020-0125686,,ciclista,femenino,entre 18 y 29,leve
lc-2020-0125753,,transporte publico,femenino,,leve
lc-2020-0129980,,moto,femenino,entre 30 y 39,leve
lc-2020-0129980,,moto,masculino,entre 30 y 39,leve
lc-2020-0130842,,moto,masculino,entre 40 y 49,grave
lc-2020-0130863,,moto,masculino,60 y mayores,leve
lc-2020-0137396,,ciclista,femenino,entre 18 y 29,leve
lc-2020-0140751,,ciclista,masculino,entre 40 y 49,leve
lc-2020-0144880,,auto,masculino,entre 30 y 39,grave
lc-2020-0144880,,auto,masculino,entre 30 y 39,leve
lc-2020-0145084,,ciclista,masculino,entre 30 y 39,leve
lc-2020-0148186,,moto,masculino,entre 30 y 39,leve
lc-2020-0148647,,auto,femenino,60 y mayores,leve
lc-2020-0152488,,moto,masculino,entre 30 y 39,leve
lc-2020-0154931,,moto,masculino,entre 40 y 49,leve
lc-2020-0155202,,peaton,femenino,60 y mayores,leve
lc-2020-0155304,,moto,masculino,entre 50 y 59,leve
lc-2020-0162541,,,masculino,,leve
lc-2020-0165043,,,masculino,entre 18 y 29,leve
lc-2020-0169354,,,masculino,entre 50 y 59,leve
lc-2020-0174469,,peaton,masculino,entre 50 y 59,leve
lc-2020-0178255,,moto,masculino,entre 50 y 59,leve
lc-2020-0184161,,moto,masculino,entre 18 y 29,leve
lc-2020-0189317,,movil,masculino,entre 18 y 29,leve
lc-2020-0190453,,peaton,femenino,entre 18 y 29,leve
lc-2020-0190503,,movil,masculino,entre 40 y 49,leve
lc-2020-0190503,,movil,femenino,entre 30 y 39,leve
lc-2020-0196016,,moto,masculino,entre 30 y 39,leve
lc-2020-0201420,,moto,masculino,entre 30 y 39,leve
lc-2020-0203443,,moto,masculino,entre 18 y 29,leve
lc-2020-0208623,,moto,masculino,entre 18 y 29,leve
lc-2020-0214317,,moto,femenino,entre 30 y 39,leve
lc-2020-0218937,,peaton,femenino,entre 50 y 59,leve
lc-2020-0226168,,moto,masculino,entre 18 y 29,leve
lc-2020-0230568,,moto,masculino,entre 30 y 39,leve
lc-2020-0242551,,moto,masculino,entre 30 y 39,leve
lc-2020-0245942,,moto,masculino,entre 40 y 49,leve
lc-2020-0246326,,moto,masculino,60 y mayores,leve
lc-2020-0248457,,moto,masculino,entre 18 y 29,leve
lc-2020-0249660,,auto,masculino,entre 18 y 29,leve
lc-2020-0249873,,moto,masculino,entre 40 y 49,leve
lc-2020-0255037,,ciclista,,,leve
lc-2020-0255564,,moto,masculino,entre 30 y 39,leve
lc-2020-0256251,,moto,masculino,entre 18 y 29,grave
lc-2020-0256251,,moto,masculino,entre 30 y 39,leve
lc-2020-0263141,,moto,masculino,entre 30 y 39,leve
lc-2020-0272050,,moto,masculino,entre 18 y 29,leve
lc-2020-0272362,,moto,masculino,entre 50 y 59,leve
lc-2020-0273475,,moto,masculino,entre 18 y 29,leve
lc-2020-0275639,,moto,masculino,entre 40 y 49,leve
lc-2020-0277852,,,,,leve
lc-2020-0285892,,moto,masculino,entre 30 y 39,leve
lc-2020-0291398,,moto,,,leve
lc-2020-0291653,,ciclista,masculino,entre 40 y 49,leve
lc-2020-0294532,,,masculino,entre 30 y 39,leve
lc-2020-0312024,,ciclista,masculino,entre 30 y 39,grave
lc-2020-0312024,,ciclista,femenino,entre 40 y 49,leve
lc-2020-0315677,,moto,masculino,entre 30 y 39,leve
lc-2020-0318245,,peaton,femenino,entre 18 y 29,leve
lc-2020-0331278,,auto,masculino,60 y mayores,leve
lc-2020-0359072,,moto,masculino,entre 18 y 29,leve
lc-2020-0365041,,peaton,femenino,60 y mayores,leve
lc-2020-0365218,,ciclista,masculino,entre 50 y 59,leve
lc-2020-0376477,,moto,masculino,entre 30 y 39,leve
lc-2020-0377519,,moto,femenino,entre 40 y 49,leve
lc-2020-0378574,,ciclista,femenino,entre 18 y 29,grave
lc-2020-0418015,,ciclista,,,leve
lc-2020-0428713,,auto,femenino,entre 30 y 39,leve
lc-2020-0433528,,ciclista,masculino,entre 50 y 59,leve
lc-2020-0437419,,ciclista,masculino,entre 30 y 39,leve
lc-2020-0442465,,moto,masculino,entre 30 y 39,leve
lc-2020-0445441,,moto,masculino,entre 30 y 39,leve
lc-2020-0446273,,moto,masculino,entre 40 y 49,leve
lc-2020-0447102,,taxi,masculino,entre 40 y 49,leve
lc-2020-0447425,,moto,masculino,entre 40 y 49,leve
lc-2020-0447566,,ciclista,femenino,entre 40 y 49,leve
lc-2020-0449960,,moto,masculino,entre 30 y 39,leve
lc-2020-0450214,,moto,masculino,entre 30 y 39,leve
lc-2020-0464464,,ciclista,masculino,entre 18 y 29,leve
lc-2020-0464554,,ciclista,,,leve
lc-2020-0465537,,moto,,,leve
lc-2020-0466721,,ciclista,masculino,60 y mayores,leve
lc-2020-0468766,,auto,femenino,60 y mayores,leve
lc-2020-0471821,,peaton,femenino,entre 30 y 39,leve
lc-2020-0473729,,ciclista,masculino,entre 18 y 29,leve
lc-2020-0476170,,moto,masculino,entre 30 y 39,leve
lc-2020-0476455,,moto,masculino,entre 18 y 29,leve
lc-2020-0478408,,auto,masculino,entre 50 y 59,leve
lc-2020-0485687,,moto,femenino,entre 30 y 39,leve
lc-2020-0489153,,,masculino,60 y mayores,leve
lc-2020-0496907,,ciclista,femenino,entre 50 y 59,leve
lc-2020-0497887,,utilitario,masculino,entre 40 y 49,leve
lc-2020-0498591,,ciclista,masculino,entre 18 y 29,leve
lc-2020-0500134,,ciclista,masculino,entre 50 y 59,grave
lc-2020-0503914,,moto,masculino,entre 30 y 39,leve
lc-2020-0505341,,peaton,,,leve
lc-2020-0506015,,peaton,masculino,60 y mayores,leve
lc-2020-0507179,,moto,masculino,entre 30 y 39,leve
lc-2020-0520299,,moto,femenino,entre 18 y 29,leve
lc-2020-0520466,,moto,masculino,entre 30 y 39,leve
lc-2020-0521239,,moto,masculino,entre 30 y 39,leve
lc-2020-0522104,,moto,,,leve
lc-2020-0522222,,peaton,masculino,60 y mayores,grave
lc-2020-0525077,,moto,masculino,entre 18 y 29,leve
lc-2020-0528361,,moto,masculino,entre 30 y 39,leve
lc-2020-0529462,,ciclista,femenino,menos de 18,leve
lc-2020-0530060,,,masculino,60 y mayores,leve
lc-2020-0530634,,ciclista,,,leve
lc-2020-0536235,,ciclista,femenino,entre 30 y 39,leve
lc-2020-0537158,,peaton,,,leve
lc-2020-0538057,,moto,masculino,entre 40 y 49,leve
lc-2020-0538221,,moto,,,leve
lc-2020-0538551,,,masculino,entre 30 y 39,leve
lc-2020-0538816,,transporte publico,masculino,entre 18 y 29,leve
lc-2020-0541637,,auto,masculino,entre 50 y 59,leve
lc-2020-0541637,,auto,,60 y mayores,leve
lc-2020-0541720,,moto,masculino,entre 50 y 59,leve
lc-2020-0542098,,moto,masculino,entre 30 y 39,leve
lc-2020-0542677,,moto,masculino,entre 40 y 49,leve
lc-2020-0542724,,moto,,,leve
lc-2020-0544310,,moto,masculino,entre 18 y 29,leve
lc-2020-0544512,,moto,masculino,entre 30 y 39,leve
lc-2020-0548433,,,femenino,entre 30 y 39,leve
lc-2020-0549627,,,masculino,entre 18 y 29,grave
lc-2020-0557029,,,masculino,entre 18 y 29,leve
lc-2020-0557297,,,masculino,menos de 18,leve
lc-2020-0559392,,,femenino,entre 50 y 59,leve
lc-2020-0559392,,,femenino,entre 18 y 29,leve
lc-2020-0560345,,,masculino,entre 40 y 49,leve
lc-2020-0560345,,,masculino,entre 50 y 59,leve
lc-2020-0560345,,,masculino,entre 18 y 29,leve
lc-2020-0560345,,,masculino,entre 40 y 49,leve
lc-2020-0561338,,,masculino,entre 18 y 29,leve
lc-2020-0562430,,,masculino,entre 40 y 49,leve
lc-2020-0562430,,,masculino,60 y mayores,leve
lc-2020-0562430,,,femenino,entre 30 y 39,leve
lc-2020-0562430,,,masculino,entre 40 y 49,leve
lc-2020-0562532,,,femenino,menos de 18,leve
lc-2020-0562532,,,femenino,entre 30 y 39,leve
lc-2020-0562773,,,masculino,entre 18 y 29,leve
lc-2020-0565672,,,masculino,entre 50 y 59,leve
lc-2020-0567181,,,femenino,60 y mayores,leve
lc-2020-0568222,,,masculino,,leve
lc-2020-0571206,,,masculino,,leve
lc-2020-0571206,,,femenino,entre 18 y 29,leve
lc-2020-0571206,,,masculino,entre 18 y 29,leve
lc-2020-0573048,,moto,masculino,entre 40 y 49,leve
lc-2020-0574095,,,masculino,entre 30 y 39,leve
lc-2020-0574095,,,femenino,60 y mayores,leve
lc-2020-0574198,,,masculino,entre 18 y 29,leve
lc-2020-0574198,,,femenino,entre 18 y 29,leve
lc-2020-0576218,,moto,masculino,entre 40 y 49,leve
lc-2020-0577573,,,masculino,entre 18 y 29,leve
